RD [%],D [m],L [m],t [m],H [kN],M [kN.m],y [m],rot [deg]
0.70,6,36,0.055,135.4763489,8128.580933,0.000952813,0.007606859
0.70,6,36,0.055,165.0867157,9905.202942,0.0011761,0.009324369
0.70,6,36,0.055,194.4930267,11669.5816,0.001404391,0.011052898
0.70,6,36,0.055,223.750885,13425.0531,0.001636186,0.012789568
0.70,6,36,0.055,252.8525696,15171.15417,0.001871653,0.014534724
0.70,6,36,0.055,281.8064575,16908.38745,0.002110578,0.01628783
0.70,6,36,0.055,310.6222229,18637.33337,0.002352743,0.018048291
0.70,6,36,0.055,339.3072815,20358.43689,0.002597978,0.019815664
0.70,6,36,0.055,367.8712158,22072.27295,0.002846045,0.021589392
0.70,6,36,0.055,396.3259888,23779.55933,0.003096742,0.023368841
0.70,6,36,0.055,424.6653748,25479.92249,0.003350233,0.025154307
0.70,6,36,0.055,452.8946228,27173.67737,0.003606376,0.026945472
0.70,6,36,0.055,509.0272522,30541.63513,0.004126204,0.030545086
0.70,6,36,0.055,564.7672729,33886.03638,0.00465604,0.034164592
0.70,6,36,0.055,620.1660767,37209.9646,0.005194448,0.037801549
0.70,6,36,0.055,675.2525024,40515.15015,0.00574089,0.041454439
0.70,6,36,0.055,730.0567627,43803.40576,0.006294629,0.045121659
0.70,6,36,0.055,784.5714111,47074.28467,0.006855851,0.048803462
0.70,6,36,0.055,811.1353917,48668.1235,0.0071315,0.050603395
0.70,6,36,0.055,964.7891235,57887.34741,0.008746103,0.061082414
0.70,6,36,0.055,1265.485229,75929.11377,0.012153393,0.08236559
0.70,6,36,0.055,1849.887207,110993.2324,0.019460877,0.125753906
0.70,6,36,0.055,2978.422363,178705.3418,0.035365416,0.214378307
0.70,6,36,0.055,5136.586914,308195.2148,0.070653267,0.395887597
0.70,6,36,0.055,7230.812988,433848.7793,0.108371295,0.579975753
0.70,6,36,0.055,9266.05957,555963.5742,0.148089617,0.766646856
0.70,6,36,0.055,11244.36523,674661.9141,0.189705111,0.955885356
0.70,6,36,0.055,13169.45996,790167.5977,0.2330442,1.147571946
0.70,6,36,0.055,15037.24609,902234.7656,0.278172851,1.341919765
0.70,6,36,0.055,16851.87109,1011112.266,0.325013638,1.53871044
0.70,6,36,0.055,18619.52734,1117171.641,0.373385951,1.737639363
0.70,6,36,0.055,20343.36328,1220601.797,0.423229277,1.938515825
0.70,6,36,0.055,22029.31641,1321758.984,0.474361718,2.141051566
0.70,6,36,0.055,23681.46094,1420887.656,0.526647612,2.345058493
0.70,6,36,0.055,25302.77539,1518166.523,0.580029607,2.550383409
0.70,6,36,0.055,26893.51563,1613610.938,0.634473652,2.757009296
0.70,6,36,0.055,28456.17188,1707370.313,0.689913154,2.964802219
0.70,6,36,0.055,29992.61523,1799556.914,0.746285588,3.173680501
0.70,6,36,0.055,31508.06055,1890483.633,0.803448141,3.383384162
0.70,6,36,0.055,32992.92578,1979575.547,0.861706525,3.59433071
0.70,6,36,0.055,34451.17969,2067070.781,0.920927316,3.806337025
0.70,6,36,0.055,35888.10156,2153286.094,0.980935693,4.019152592
0.70,6,36,0.055,37303.65234,2238219.141,1.041740447,4.232776312
0.70,6,36,0.055,38694.32813,2321659.688,1.103464812,4.447357995
0.70,6,36,0.055,40062.83203,2403769.922,1.166050792,4.662735532
0.70,6,36,0.055,41420.46484,2485227.891,1.229090869,4.878403613
0.70,6,36,0.055,42744.40625,2564664.375,1.293377638,5.095367532
0.70,6,36,0.055,44047.04688,2642822.813,1.358475804,5.313074942
0.70,6,36,0.055,45337.375,2720242.5,1.424090445,5.531104387
0.70,6,36,0.055,46605.05078,2796303.047,1.490605831,5.749889609
0.70,6,36,0.055,47862.99219,2871779.531,1.557523429,5.968874232
0.70,6,36,0.055,49091.48828,2945489.297,1.625572741,6.188904754
0.70,6,36,0.055,50299.51172,3017970.703,1.69440639,6.409603879
0.70,6,36,0.055,50476.56509,3028593.906,1.704453459,6.442152993
0.70,8,16,0.073,29.77255058,1786.353035,0.000244938,0.001531128
0.70,8,16,0.073,44.26807785,2656.084671,0.000370427,0.002303564
0.70,8,16,0.073,58.5768013,3514.608078,0.000497305,0.003079228
0.70,8,16,0.073,72.71136475,4362.681885,0.000625466,0.00385794
0.70,8,16,0.073,86.66017151,5199.610291,0.000755,0.004639873
0.70,8,16,0.073,100.4395447,6026.372681,0.000885815,0.005424786
0.70,8,16,0.073,114.0673447,6844.04068,0.001017738,0.006212387
0.70,8,16,0.073,140.8919678,8453.518066,0.001284856,0.007795185
0.70,8,16,0.073,166.9871674,10019.23004,0.001557022,0.009390908
0.70,8,16,0.073,192.4880829,11549.28497,0.001833261,0.010997142
0.70,8,16,0.073,217.4200134,13045.20081,0.002113222,0.012613401
0.70,8,16,0.073,241.8058014,14508.34808,0.002396826,0.014239243
0.70,8,16,0.073,265.7144775,15942.86865,0.002683584,0.015873475
0.70,8,16,0.073,289.1296692,17347.78015,0.002973585,0.017516286
0.70,8,16,0.073,312.085968,18725.15808,0.003266548,0.019167026
0.70,8,16,0.073,334.6055298,20076.33179,0.003562432,0.020825321
0.70,8,16,0.073,356.7066956,21402.40173,0.003861064,0.022490872
0.70,8,16,0.073,378.4004517,22704.0271,0.004162362,0.024163511
0.70,8,16,0.073,420.5999756,25235.99854,0.004773039,0.027529258
0.70,8,16,0.073,461.458374,27687.50244,0.005391935,0.030918631
0.70,8,16,0.073,501.1213989,30067.28394,0.006018001,0.0343292
0.70,8,16,0.073,539.6790771,32380.74463,0.006650886,0.037759255
0.70,8,16,0.073,577.2280884,34633.6853,0.007290096,0.04120721
0.70,8,16,0.073,613.8671265,36832.02759,0.007934734,0.044671478
0.70,8,16,0.073,649.6394043,38978.36426,0.00858476,0.04815132
0.70,8,16,0.073,684.6066284,41076.39771,0.0092398,0.051645601
0.70,8,16,0.073,718.8140869,43128.84521,0.009899538,0.055153545
0.70,8,16,0.073,752.3187866,45139.1272,0.010563435,0.058674256
0.70,8,16,0.073,785.1967773,47111.80664,0.011230909,0.06220638
0.70,8,16,0.073,817.4927979,49049.56787,0.011901696,0.06574922
0.70,8,16,0.073,847.2634871,50835.80923,0.012531926,0.06907288
0.70,8,16,0.073,972.118103,58327.08618,0.015278906,0.083514308
0.70,8,16,0.073,1196.117554,71767.05322,0.020928167,0.112868193
0.70,8,16,0.073,1579.294189,94757.65137,0.032596749,0.172797172
0.70,8,16,0.073,2173.810547,130428.6328,0.056825876,0.295963698
0.70,8,16,0.073,2679.702148,160782.1289,0.08130645,0.421013674
0.70,8,16,0.073,3119.424805,187165.4883,0.105932187,0.547471158
0.70,8,16,0.073,3823.987549,229439.2529,0.155604862,0.804092644
0.70,8,16,0.073,4442.501465,266550.0879,0.205350854,1.062624393
0.70,8,16,0.073,4980.091797,298805.5078,0.255232997,1.322904578
0.70,8,16,0.073,5457.845215,327470.7129,0.305273935,1.584397077
0.70,8,16,0.073,5885.074707,353104.4824,0.355409518,1.84692401
0.70,8,16,0.073,6270.710449,376242.627,0.405624822,2.110281694
0.70,8,16,0.073,6616.291992,396977.5195,0.455890879,2.374450502
0.70,8,16,0.073,6926.471191,415588.2715,0.506160557,2.639353904
0.70,8,16,0.073,7208.169434,432490.166,0.556442857,2.904801964
0.70,8,16,0.073,7460.344238,447620.6543,0.606698781,3.17084717
0.70,8,16,0.073,7689.772949,461386.377,0.65691638,3.437326186
0.70,8,16,0.073,7899.14502,473948.7012,0.707124114,3.704131456
0.70,8,16,0.073,8088.008301,485280.498,0.757264256,3.971314547
0.70,8,16,0.073,8257.391602,495443.4961,0.807321519,4.238853965
0.70,8,16,0.073,8413.518555,504811.1133,0.857336581,4.506551548
0.70,8,16,0.073,8556.360352,513381.6211,0.907332391,4.774380983
0.70,8,16,0.073,8689.301758,521358.1055,0.957338214,5.042221185
0.70,8,16,0.073,8810.313477,528618.8086,1.007359952,5.310102819
0.70,8,16,0.073,8918.938477,535136.3086,1.057375431,5.578041069
0.70,8,16,0.073,9018.379883,541102.793,1.107360244,5.845979193
0.70,8,16,0.073,9111.549805,546692.9883,1.157347381,6.113800682
0.70,8,16,0.073,9192.860352,551571.6211,1.207276642,6.38168016
0.70,8,16,0.073,9267.474609,556048.4766,1.257143795,6.649493306
0.70,8,16,0.073,9334.120117,560047.207,1.306981385,6.917232399
0.70,8,16,0.073,9396.856445,563811.3867,1.356777132,7.184792651
0.70,8,16,0.073,9455.970703,567358.2422,1.406573832,7.452121156
0.70,8,16,0.073,9511.754883,570705.293,1.456367314,7.71920739
0.70,8,16,0.073,9564.791992,573887.5195,1.506176353,7.986006771
0.70,8,16,0.073,9614.142578,576848.5547,1.555968344,8.252565265
0.70,8,16,0.073,9622.478485,577348.7091,1.571502508,8.335983262
0.70,8,24,0.073,66.66389465,3999.833679,0.000327171,0.001845473
0.70,8,24,0.073,99.41983795,5965.190277,0.000496042,0.002777441
0.70,8,24,0.073,131.8936462,7913.618774,0.000667437,0.003713874
0.70,8,24,0.073,164.0821381,9844.928284,0.000841453,0.004654832
0.70,8,24,0.073,195.9934692,11759.60815,0.001017978,0.005600213
0.70,8,24,0.073,227.6502533,13659.0152,0.001196803,0.006549678
0.70,8,24,0.073,259.0600891,15543.60535,0.001377815,0.007503111
0.70,8,24,0.073,290.196991,17411.81946,0.001561236,0.008460879
0.70,8,24,0.073,321.0737,19264.422,0.001746915,0.009422792
0.70,8,24,0.073,382.1537781,22929.22668,0.002123978,0.011357406
0.70,8,24,0.073,442.164978,26529.89868,0.002510033,0.013308889
0.70,8,24,0.073,501.240509,30074.43054,0.002904011,0.015275104
0.70,8,24,0.073,559.4703979,33568.22388,0.00330503,0.017254561
0.70,8,24,0.073,616.8533936,37011.20361,0.003713121,0.019247174
0.70,8,24,0.073,673.4207153,40405.24292,0.004128095,0.021252444
0.70,8,24,0.073,729.2261963,43753.57178,0.004549489,0.023269524
